id,label,effectiveTime,active,moduleId,definitionStatusId
233568002,Intraoperative blood salvage (procedure),20020131,1,900000000000207008,900000000000074008
233555005,Random blood donation (procedure),20020131,1,900000000000207008,900000000000074008
121241001,Malaria thin smear (procedure),20020131,1,900000000000207008,900000000000074008
121257001,Platelet mean diameter determination (procedure),20020131,1,900000000000207008,900000000000074008
121240000,Malaria thick smear (procedure),20020131,1,900000000000207008,900000000000074008
121097007,Tilt tube reptilase induced coagulation method (procedure),20020131,1,900000000000207008,900000000000074008
121100002,"Reticulocyte count, hematocrit adjusted (procedure)",20020131,1,900000000000207008,900000000000074008
122436009,Thrombin-antithrombin III complex assay (procedure),20020131,1,900000000000207008,900000000000073002
122437000,Kaolin-induced partial thromboplastin time (procedure),20020131,1,900000000000207008,900000000000074008
122438005,Cervical mucus analysis (procedure),20020131,1,900000000000207008,900000000000074008
127791007,Laboratory test related to hemostasis (procedure),20020131,1,900000000000207008,900000000000074008
127793005,Alpha-2 antiplasmin functional assay (procedure),20020131,1,900000000000207008,900000000000074008
116147009,Cytologic test (procedure),20020131,1,900000000000207008,900000000000074008
115609009,Percentage measurement of cell type to blood cells (procedure),20020131,1,900000000000207008,900000000000074008
113035006,Thromboplastin generation test (procedure),20020131,1,900000000000207008,900000000000074008
113036007,Blood group typing O (procedure),20020131,1,900000000000207008,900000000000074008
113039000,Osmotic fragility (procedure),20020131,1,900000000000207008,900000000000074008
113040003,T cell depletion of bone marrow for transplantation (procedure),20020131,1,900000000000207008,900000000000074008
120648008,"Hemolysin detection, warm (procedure)",20020131,1,900000000000207008,900000000000074008
120647003,"Hemolysin detection, cold (procedure)",20020131,1,900000000000207008,900000000000074008
116786000,Leukocyte count corrected for nucleated erythrocytes (procedure),20020131,1,900000000000207008,900000000000074008
116836000,Prekallikrein screen (procedure),20020131,1,900000000000207008,900000000000074008
117039004,Alkaline denaturation method for fetal hemoglobin determination (procedure),20020131,1,900000000000207008,900000000000074008
117022001,MacNeal's tetrachrome blood stain method (procedure),20020131,1,900000000000207008,900000000000074008
116708001,Polymorphonuclear leukocyte count (procedure),20020131,1,900000000000207008,900000000000074008
116709009,Bone marrow myeloid-erythroid ratio determination (procedure),20020131,1,900000000000207008,900000000000074008
116710004,Mononuclear cell count (procedure),20020131,1,900000000000207008,900000000000074008
116713002,"Cell count, semen (procedure)",20020131,1,900000000000207008,900000000000074008
117722009,Measurement of circulating antiplatelet antibody (procedure),20020131,1,900000000000207008,900000000000074008
117726007,Evaluation of spermatozoa morphology (procedure),20020131,1,900000000000207008,900000000000074008
117611001,Semen liquefaction time measurement (procedure),20020131,1,900000000000207008,900000000000074008
117612008,Sputum smear examination (procedure),20020131,1,900000000000207008,900000000000074008
118131001,Examination of specimen for hemolysis (procedure),20020131,1,900000000000207008,900000000000074008
118133003,Spermatozoa morphology differential count (procedure),20020131,1,900000000000207008,900000000000074008
118134009,TdT positive blast count (procedure),20020131,1,900000000000207008,900000000000074008
117355001,"Blood cell count, manual (procedure)",20020131,1,900000000000207008,900000000000074008
117303002,Holzer stain method (procedure),20020131,1,900000000000207008,900000000000074008
117306005,Lawson-Van Gieson stain method (procedure),20020131,1,900000000000207008,900000000000074008
117309003,Mallory Heidenhain stain method (procedure),20020131,1,900000000000207008,900000000000074008
117317006,Mayer mucicarmine stain method (procedure),20020131,1,900000000000207008,900000000000074008
117322006,Movat pentachrome stain method (procedure),20020131,1,900000000000207008,900000000000074008
117327000,Reticulin stain method (procedure),20020131,1,900000000000207008,900000000000074008
117330007,Schmorl stain method (procedure),20020131,1,900000000000207008,900000000000074008
