id,label,effectiveTime,active,moduleId,definitionStatusId
224958001,Global developmental delay (disorder),20020131,1,900000000000207008,900000000000074008
225040001,Localized dissociative amnesia (disorder),20020131,1,900000000000207008,900000000000074008
222376002,Calorie overload (disorder),20020131,1,900000000000207008,900000000000074008
197681000,"Acute nephritic syndrome, minor glomerular abnormality (disorder)",20020131,1,900000000000207008,900000000000074008
197682007,"Acute nephritic syndrome, focal and segmental glomerular lesions (disorder)",20020131,1,900000000000207008,900000000000074008
197683002,"Acute nephritic syndrome, diffuse membranous glomerulonephritis (disorder)",20020131,1,900000000000207008,900000000000074008
197684008,"Acute nephritic syndrome, diffuse mesangial proliferative glomerulonephritis (disorder)",20020131,1,900000000000207008,900000000000074008
197685009,"Acute nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis (disorder)",20020131,1,900000000000207008,900000000000074008
197686005,"Acute nephritic syndrome, diffuse mesangiocapillary glomerulonephritis (disorder)",20020131,1,900000000000207008,900000000000074008
197687001,"Acute nephritic syndrome, dense deposit disease (disorder)",20020131,1,900000000000207008,900000000000074008
197689003,Rapidly progressive nephritic syndrome (disorder),20020131,1,900000000000207008,900000000000074008
197690007,"Rapidly progressive nephritic syndrome, minor glomerular abnormality (disorder)",20020131,1,900000000000207008,900000000000074008
197691006,"Rapidly progressive nephritic syndrome, focal and segmental glomerular lesions (disorder)",20020131,1,900000000000207008,900000000000074008
197692004,"Rapidly progressive nephritic syndrome, diffuse membranous glomerulonephritis (disorder)",20020131,1,900000000000207008,900000000000074008
197693009,"Rapidly progressive nephritic syndrome, diffuse mesangial proliferative glomerulonephritis (disorder)",20020131,1,900000000000207008,900000000000074008
197694003,"Rapidly progressive nephritic syndrome, diffuse endocapillary proliferative glomerulonephritis (disorder)",20020131,1,900000000000207008,900000000000074008
197695002,"Rapidly progressive nephritic syndrome, diffuse mesangiocapillary glomerulonephritis (disorder)",20020131,1,900000000000207008,900000000000074008
197697005,"Rapidly progressive nephritic syndrome, diffuse crescentic glomerulonephritis (disorder)",20020131,1,900000000000207008,900000000000074008
197768004,Acute pyelonephritis without medullary necrosis (disorder),20020131,1,900000000000207008,900000000000074008
197696001,"Rapidly progressive nephritic syndrome, dense deposit disease (disorder)",20020131,1,900000000000207008,900000000000074008
199177009,Cat-bite fever (disorder),20020131,1,900000000000207008,900000000000074008
199106001,Genitourinary tract infection in pregnancy - delivered (disorder),20020131,1,900000000000207008,900000000000074008
199107005,Genitourinary tract infection in pregnancy - delivered with postnatal complication (disorder),20020131,1,900000000000207008,900000000000074008
199108000,Genitourinary tract infection in pregnancy - not delivered (disorder),20020131,1,900000000000207008,900000000000074008
199109008,Genitourinary tract infection in pregnancy with postnatal complication (disorder),20020131,1,900000000000207008,900000000000074008
199259006,Mental disorder during pregnancy - baby delivered (disorder),20020131,1,900000000000207008,900000000000074008
199260001,Mental disorder in the puerperium - baby delivered (disorder),20020131,1,900000000000207008,900000000000074008
199261002,Mental disorder during pregnancy - baby not yet delivered (disorder),20020131,1,900000000000207008,900000000000074008
199262009,Mental disorder in the puerperium - baby delivered during previous episode of care (disorder),20020131,1,900000000000207008,900000000000074008
195682008,Acute catarrhal laryngitis (disorder),20020131,1,900000000000207008,900000000000074008
195683003,Acute phlegmonous laryngitis (disorder),20020131,1,900000000000207008,900000000000074008
195684009,Acute laryngitis caused by Haemophilus influenzae (disorder),20020131,1,900000000000207008,900000000000073002
195756009,Woakes' ethmoiditis (disorder),20020131,1,900000000000207008,900000000000074008
194281003,Acute suppurative otitis media (disorder),20020131,1,900000000000207008,900000000000073002
194217007,Acute radiation otitis externa (disorder),20020131,1,900000000000207008,900000000000073002
197176008,Subperitoneal abscess (disorder),20020131,1,900000000000207008,900000000000074008
197177004,Pre-ileal abscess (disorder),20020131,1,900000000000207008,900000000000074008
197179001,Pericecal abscess (disorder),20020131,1,900000000000207008,900000000000074008
197271008,Acute hepatitis - non-infective (disorder),20020131,1,900000000000207008,900000000000074008
197327006,Liver abscess due to cholangitis (disorder),20020131,1,900000000000207008,900000000000074008
197328001,Liver abscess via hepatic artery (disorder),20020131,1,900000000000207008,900000000000074008
197329009,Liver abscess via umbilicus (disorder),20020131,1,900000000000207008,900000000000074008
197330004,Liver abscess due to direct extension (disorder),20020131,1,900000000000207008,900000000000074008
196781001,Acute appendicitis with peritonitis (disorder),20020131,1,900000000000207008,900000000000073002
199741009,Malnutrition in pregnancy (disorder),20020131,1,900000000000207008,900000000000074008
200190007,Puerperal peritonitis - delivered with postnatal complication (disorder),20020131,1,900000000000207008,900000000000074008
200191006,Puerperal peritonitis with postnatal complication (disorder),20020131,1,900000000000207008,900000000000074008
200196001,Puerperal sepsis with postnatal complication (disorder),20020131,1,900000000000207008,900000000000074008
200426004,Disseminated infantile listeriosis (disorder),20020131,1,900000000000207008,900000000000074008
200153006,Localized septic infection caused by Pasteurella multocida due to cat and/or dog bite (disorder),20020131,1,900000000000207008,900000000000074008
186137002,Proteus mirabilis gastrointestinal tract infection (disorder),20020131,1,900000000000207008,900000000000074008
188090007,Malignant neoplasm of skin of auricle (ear) (disorder),20020131,1,900000000000207008,900000000000074008
188157005,Malignant neoplasm of overlapping sites of breast (disorder),20020131,1,900000000000207008,900000000000074008
186626002,Acute hepatitis B with delta-agent (coinfection) without hepatic coma (disorder),20020131,1,900000000000207008,900000000000074008
186694006,Sweating fever (finding),20020131,1,900000000000207008,900000000000074008
186706006,Human immunodeficiency virus infection constitutional disease (disorder),20020131,1,900000000000207008,900000000000074008
186708007,Human immunodeficiency virus infection with secondary clinical infectious disease (disorder),20020131,1,900000000000207008,900000000000074008
186601006,Mite-borne hemorrhagic fever (navigational concept),20020131,1,900000000000207008,900000000000074008
186597006,Fish poisoning (disorder),20020131,1,900000000000207008,900000000000074008
186287003,Ambulatory plague (disorder),20020131,1,900000000000207008,900000000000074008
186289000,Tinea nigra (disorder),20020131,1,900000000000207008,900000000000074008
186327003,Pasteurella septic infection (cat or dog bite) (disorder),20020131,1,900000000000207008,900000000000074008
186329000,Extraintestinal yersiniosis (disorder),20020131,1,900000000000207008,900000000000074008
186957004,Canicola fever (disorder),20020131,1,900000000000207008,900000000000074008
186968004,Yaws gummata and ulcers (disorder),20020131,1,900000000000207008,900000000000074008
186973005,Latent yaws (disorder),20020131,1,900000000000207008,900000000000074008
187066009,Primary pulmonary blastomycosis (disorder),20020131,1,900000000000207008,900000000000074008
187067000,Disseminated blastomycosis (disorder),20020131,1,900000000000207008,900000000000074008
187106009,Penicillosis (disorder),20020131,1,900000000000207008,900000000000074008
187171000,Ascariasis with intestinal complications (disorder),20020131,1,900000000000207008,900000000000074008
187174008,Intestinal strongyloidiasis (disorder),20020131,1,900000000000207008,900000000000074008
187176005,Disseminated strongyloidiasis (disorder),20020131,1,900000000000207008,900000000000074008
187227006,Internal hirudiniasis (disorder),20020131,1,900000000000207008,900000000000074008
185367005,Microsporosis nigra (disorder),20020131,1,900000000000207008,900000000000074008
192080009,Chronic depression (disorder),20020131,1,900000000000207008,900000000000074008
192073007,Change in personality (disorder),20020131,1,900000000000207008,900000000000074008
192097003,Isolated explosive disorder (disorder),20020131,1,900000000000207008,900000000000074008
192108001,Disturbance of anxiety and fearfulness in childhood and adolescence (disorder),20020131,1,900000000000207008,900000000000074008
192110004,Childhood and adolescent fearfulness disturbance (disorder),20020131,1,900000000000207008,900000000000074008
192123006,Academic underachievement disorder (disorder),20020131,1,900000000000207008,900000000000074008
192037000,Acute panic state due to acute stress reaction (disorder),20020131,1,900000000000207008,900000000000073002
192039002,Acute stupor state due to acute stress reaction (disorder),20020131,1,900000000000207008,900000000000073002
192041001,Acute situational disturbance (disorder),20020131,1,900000000000207008,900000000000074008
192044009,Stress reaction causing mixed disturbance of emotion and conduct (disorder),20020131,1,900000000000207008,900000000000074008
192046006,Brief depressive adjustment reaction (disorder),20020131,1,900000000000207008,900000000000074008
192049004,Prolonged depressive adjustment reaction (disorder),20020131,1,900000000000207008,900000000000074008
192051000,Adolescent emancipation disorder (disorder),20020131,1,900000000000207008,900000000000074008
192052007,Early adult emancipation disorder (disorder),20020131,1,900000000000207008,900000000000074008
192054008,Culture shock (disorder),20020131,1,900000000000207008,900000000000074008
192056005,Adjustment reaction with aggression (disorder),20020131,1,900000000000207008,900000000000074008
192057001,Adjustment reaction with antisocial behavior (disorder),20020131,1,900000000000207008,900000000000074008
192058006,Adjustment reaction with destructiveness (disorder),20020131,1,900000000000207008,900000000000074008
192061007,Concentration camp syndrome (disorder),20020131,1,900000000000207008,900000000000074008
192063005,Adjustment reaction with physical symptoms (disorder),20020131,1,900000000000207008,900000000000074008
192064004,Elective mutism due to an adjustment reaction (disorder),20020131,1,900000000000207008,900000000000074008
192065003,Hospitalism (disorder),20020131,1,900000000000207008,900000000000074008
192616009,Childhood or adolescent disorder of social functioning (disorder),20020131,1,900000000000207008,900000000000074008
192362008,"Bipolar affective disorder, current episode mixed (disorder)",20020131,1,900000000000207008,900000000000074008
192527004,Elaboration of physical symptoms for psychological reasons (disorder),20020131,1,900000000000207008,900000000000074008
191774007,Masochistic personality disorder (disorder),20020131,1,900000000000207008,900000000000074008
191773001,Immature personality disorder (disorder),20020131,1,900000000000207008,900000000000074008
191766006,Psychoinfantile personality (disorder),20020131,1,900000000000207008,900000000000074008
191713008,Dissociative tremor (disorder),20020131,1,900000000000207008,900000000000074008
191714002,Dissociative convulsions (disorder),20020131,1,900000000000207008,900000000000074008
191722009,Agoraphobia with panic attacks (disorder),20020131,1,900000000000207008,900000000000074008
191724005,"Social phobia, fear of eating in public (disorder)",20020131,1,900000000000207008,900000000000074008
191725006,"Social phobia, fear of public speaking (disorder)",20020131,1,900000000000207008,900000000000074008
191726007,"Social phobia, fear of public washing (disorder)",20020131,1,900000000000207008,900000000000074008
191736004,Obsessive-compulsive disorder (disorder),20020131,1,900000000000207008,900000000000074008
191737008,Compulsive neurosis (disorder),20020131,1,900000000000207008,900000000000074008
191738003,Obsessional neurosis (disorder),20020131,1,900000000000207008,900000000000074008
191744004,Writer's cramp neurosis (disorder),20020131,1,900000000000207008,900000000000074008
191746002,Psychasthenic neurosis (disorder),20020131,1,900000000000207008,900000000000074008
191753006,Hypomanic personality disorder (disorder),20020131,1,900000000000207008,900000000000074008
191765005,Emotionally unstable personality disorder (disorder),20020131,1,900000000000207008,900000000000074008
191772006,Eccentric personality disorder (disorder),20020131,1,900000000000207008,900000000000074008
192787004,B variant hexosaminidase A deficiency (disorder),20020131,1,900000000000207008,900000000000074008
191981008,Psychogenic symptom of special sense organ (disorder),20020131,1,900000000000207008,900000000000074008
193409008,Hyaline retinal dystrophy (disorder),20020131,1,900000000000207008,900000000000074008
193415008,Tapetoretinal dystrophy (disorder),20020131,1,900000000000207008,900000000000074008
193400007,Hereditary retinal dystrophies in lipidoses (disorder),20020131,1,900000000000207008,900000000000074008
191697001,Borderline psychosis of childhood (disorder),20020131,1,900000000000207008,900000000000074008
193198003,Superimposed infection (disorder),20020131,1,900000000000207008,900000000000074008
191696005,Atypical childhood psychoses (disorder),20020131,1,900000000000207008,900000000000074008
190602008,Moderate protein-calorie malnutrition (weight for age 60-74 percent of standard) (disorder),20020131,1,900000000000207008,900000000000074008
190603003,Mild protein-calorie malnutrition (weight for age 75-89 percent of standard) (disorder),20020131,1,900000000000207008,900000000000074008
190606006,Moderate protein energy malnutrition (disorder),20020131,1,900000000000207008,900000000000074008
190612001,Vitamin A deficiency with corneal xerosis and ulcer (disorder),20020131,1,900000000000207008,900000000000074008
190633005,Folic acid deficiency (disorder),20020131,1,900000000000207008,900000000000074008
190634004,Cobalamin deficiency (disorder),20020131,1,900000000000207008,900000000000074008
190669002,Deficiency of multiple nutrient elements (disorder),20020131,1,900000000000207008,900000000000074008
190671002,Imbalance of constituents of food intake (finding),20020131,1,900000000000207008,900000000000074008
190680002,Disorders of amino acid transport and metabolism (disorder),20020131,1,900000000000207008,900000000000074008
190694001,Tyrosinemia (disorder),20020131,1,900000000000207008,900000000000074008
190823004,Westphal-Strumpell syndrome (disorder),20020131,1,900000000000207008,900000000000074008
190794006,Glucosylceramide beta-glucosidase deficiency (disorder),20020131,1,900000000000207008,900000000000074008
190701006,Isoleucinosis (disorder),20020131,1,900000000000207008,900000000000074008
190722000,Disorder of threonine metabolism (disorder),20020131,1,900000000000207008,900000000000074008
190724004,Disorder of glutamine metabolism (disorder),20020131,1,900000000000207008,900000000000074008
190732007,Alaninemia (disorder),20020131,1,900000000000207008,900000000000074008
190737001,Iminoacidopathy (disorder),20020131,1,900000000000207008,900000000000074008
190760009,Disorders of pyruvate metabolism and gluconeogenesis (disorder),20020131,1,900000000000207008,900000000000074008
190773008,Hyperbetalipoproteinemia (disorder),20020131,1,900000000000207008,900000000000074008
190774002,"Hyperlipidemia, group A (disorder)",20020131,1,900000000000207008,900000000000074008
190785000,Hypoalphalipoproteinemia (disorder),20020131,1,900000000000207008,900000000000074008
190786004,Hypo-beta-lipoproteinemia (disorder),20020131,1,900000000000207008,900000000000074008
190787008,Abetalipoproteinemia (disorder),20020131,1,900000000000207008,900000000000074008
189335001,Carcinoma in situ of breast and genitourinary system (navigational concept),20020131,1,900000000000207008,900000000000074008
189441007,Neoplasm of uncertain behavior of genitourinary organs (disorder),20020131,1,900000000000207008,900000000000073002
189822004,Contagious disease (navigational concept),20020131,1,900000000000207008,900000000000074008
189979005,"Globoid cell leukodystrophy, early onset (disorder)",20020131,1,900000000000207008,900000000000074008
191525009,Non-organic psychosis (disorder),20020131,1,900000000000207008,900000000000074008
191526005,Schizophrenic disorders (disorder),20020131,1,900000000000207008,900000000000074008
191527001,Simple schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191531007,Acute exacerbation of chronic schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191542003,Catatonic schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191547009,Acute exacerbation of subchronic catatonic schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191554003,Acute exacerbation of subchronic paranoid schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191559008,Latent schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191561004,Subchronic latent schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191562006,Chronic latent schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191563001,Acute exacerbation of subchronic latent schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191564007,Acute exacerbation of chronic latent schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191567000,Schizoaffective schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191569002,Subchronic schizoaffective schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191571002,Acute exacerbation of subchronic schizoaffective schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191639000,"Mixed bipolar affective disorder, moderate (disorder)",20020131,1,900000000000207008,900000000000074008
191641004,"Mixed bipolar affective disorder, severe, with psychosis (disorder)",20020131,1,900000000000207008,900000000000074008
191658009,Atypical manic disorder (disorder),20020131,1,900000000000207008,900000000000074008
191659001,Atypical depressive disorder (disorder),20020131,1,900000000000207008,900000000000074008
191667009,Paranoid disorder (disorder),20020131,1,900000000000207008,900000000000074008
191668004,Simple paranoid state (disorder),20020131,1,900000000000207008,900000000000074008
191670008,Shared paranoid disorder (disorder),20020131,1,900000000000207008,900000000000074008
191672000,Paranoia querulans (disorder),20020131,1,900000000000207008,900000000000074008
191676002,Reactive depressive psychosis (disorder),20020131,1,900000000000207008,900000000000074008
191677006,Acute hysterical psychosis (disorder),20020131,1,900000000000207008,900000000000074008
191678001,Reactive confusion (disorder),20020131,1,900000000000207008,900000000000074008
191680007,Psychogenic paranoid psychosis (disorder),20020131,1,900000000000207008,900000000000074008
191687005,Psychosis with origin in childhood (disorder),20020131,1,900000000000207008,900000000000074008
191638008,"Mixed bipolar affective disorder, mild (disorder)",20020131,1,900000000000207008,900000000000074008
191570001,Chronic schizoaffective schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191636007,Mixed bipolar affective disorder (disorder),20020131,1,900000000000207008,900000000000074008
191630001,"Bipolar affective disorder, currently depressed, moderate (disorder)",20020131,1,900000000000207008,900000000000074008
191572009,Acute exacerbation of chronic schizoaffective schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191577003,Cenesthopathic schizophrenia (disorder),20020131,1,900000000000207008,900000000000074008
191583000,"Single manic episode, mild (disorder)",20020131,1,900000000000207008,900000000000074008
191584006,"Single manic episode, moderate (disorder)",20020131,1,900000000000207008,900000000000074008
191586008,"Single manic episode, severe, with psychosis (disorder)",20020131,1,900000000000207008,900000000000074008
191588009,Single manic episode in full remission (disorder),20020131,1,900000000000207008,900000000000074008
191590005,Recurrent manic episodes (disorder),20020131,1,900000000000207008,900000000000074008
191595000,"Recurrent manic episodes, severe, with psychosis (disorder)",20020131,1,900000000000207008,900000000000074008
191613003,"Recurrent major depressive episodes, severe, with psychosis (disorder)",20020131,1,900000000000207008,900000000000074008
191618007,"Bipolar affective disorder, current episode manic (disorder)",20020131,1,900000000000207008,900000000000074008
191620005,"Bipolar affective disorder, currently manic, mild (disorder)",20020131,1,900000000000207008,900000000000074008
191621009,"Bipolar affective disorder, currently manic, moderate (disorder)",20020131,1,900000000000207008,900000000000074008
191623007,"Bipolar affective disorder, currently manic, severe, with psychosis (disorder)",20020131,1,900000000000207008,900000000000074008
191625000,"Bipolar affective disorder, currently manic, in full remission (disorder)",20020131,1,900000000000207008,900000000000074008
191627008,"Bipolar affective disorder, current episode depression (disorder)",20020131,1,900000000000207008,900000000000074008
191629006,"Bipolar affective disorder, currently depressed, mild (disorder)",20020131,1,900000000000207008,900000000000074008
191634005,"Bipolar affective disorder, currently depressed, in full remission (disorder)",20020131,1,900000000000207008,900000000000074008
191415002,Communicable disease (navigational concept),20020131,1,900000000000207008,900000000000074008
191008001,Immunodeficiency following hereditary defective response to Epstein-Barr virus (disorder),20020131,1,900000000000207008,900000000000074008
191011000,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and functions (disorder),20020131,1,900000000000207008,900000000000074008
191012007,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders (disorder),20020131,1,900000000000207008,900000000000074008
191013002,Common variable immunodeficiency with autoantibodies to B- or T-cells (disorder),20020131,1,900000000000207008,900000000000074008
191142007,Vitamin B12 deficiency anemia due to malabsorption with proteinuria (disorder),20020131,1,900000000000207008,900000000000074008
191002000,Major histocompatibility complex class II deficiency (disorder),20020131,1,900000000000207008,900000000000074008
191001007,Major histocompatibility complex class I deficiency (disorder),20020131,1,900000000000207008,900000000000074008
190997006,Severe combined immunodeficiency with low T- and B-cell numbers (disorder),20020131,1,900000000000207008,900000000000074008
190919008,Xanthinuria (disorder),20020131,1,900000000000207008,900000000000074008
190920002,Hyperuricemia without signs of inflammatory arthritis and tophaceous disease (disorder),20020131,1,900000000000207008,900000000000074008
190948002,Defect in post-translational modification of lysosomal enzymes (disorder),20020131,1,900000000000207008,900000000000074008
190952002,Enterokinase deficiency (disorder),20020131,1,900000000000207008,900000000000074008
190953007,Trypsinogen deficiency (disorder),20020131,1,900000000000207008,900000000000074008
190998001,Severe combined immunodeficiency with low or normal B-cell numbers (disorder),20020131,1,900000000000207008,900000000000074008
216654003,Accidental poisoning by household agents (disorder),20020131,1,900000000000207008,900000000000074008
216655002,Accidental poisoning by synthetic detergents and shampoos (disorder),20020131,1,900000000000207008,900000000000074008
216656001,Accidental poisoning by soap products (disorder),20020131,1,900000000000207008,900000000000074008
216657005,Accidental poisoning by polishes (disorder),20020131,1,900000000000207008,900000000000074008
216659008,Accidental poisoning by scouring agents (disorder),20020131,1,900000000000207008,900000000000074008
216662006,Accidental poisoning by lead paints (disorder),20020131,1,900000000000207008,900000000000074008
216664007,Accidental poisoning by lacquers (disorder),20020131,1,900000000000207008,900000000000074008
