id,label,effectiveTime,active,moduleId,definitionStatusId
224961000,Ability to sleep (observable entity),20020131,1,900000000000207008,900000000000074008
224992003,Mental defense mechanisms (observable entity),20020131,1,900000000000207008,900000000000074008
224433004,Availability of workplace drinking water (observable entity),20020131,1,900000000000207008,900000000000074008
224437003,Availability of workplace welfare facility (observable entity),20020131,1,900000000000207008,900000000000074008
224441004,Availability of workplace rest area facilities (observable entity),20020131,1,900000000000207008,900000000000074008
224429006,Availability of workplace vending machine facilities (observable entity),20020131,1,900000000000207008,900000000000074008
224412008,Availability of facilities in workplace (observable entity),20020131,1,900000000000207008,900000000000074008
224413003,Availability of workplace toilet facilities (observable entity),20020131,1,900000000000207008,900000000000074008
224417002,Availability of workplace handwashing facilities (observable entity),20020131,1,900000000000207008,900000000000074008
224421009,Availability of workplace shower facilities (observable entity),20020131,1,900000000000207008,900000000000074008
224425000,Availability of workplace canteen facilities (observable entity),20020131,1,900000000000207008,900000000000074008
224475003,Detail of care and support circumstances and networks (observable entity),20020131,1,900000000000207008,900000000000074008
224476002,Availability of help from lay caregiver (observable entity),20020131,1,900000000000207008,900000000000074008
224487005,Details of informal caregiver (observable entity),20020131,1,900000000000207008,900000000000074008
224488000,Willingness of caregiver to provide care (observable entity),20020131,1,900000000000207008,900000000000074008
224463008,Details relating to changes in job (observable entity),20020131,1,900000000000207008,900000000000074008
224469007,Prospects of promotion (observable entity),20020131,1,900000000000207008,900000000000074008
224409005,Time spent working away from home (observable entity),20020131,1,900000000000207008,900000000000074008
224348009,Enduring power of attorney (observable entity),20020131,1,900000000000207008,900000000000074008
224350001,Eligibility for criminal injuries compensation (observable entity),20020131,1,900000000000207008,900000000000074008
224359000,Duration of military service (observable entity),20020131,1,900000000000207008,900000000000074008
224360005,Number of previous jobs (observable entity),20020131,1,900000000000207008,900000000000074008
224361009,Type of job (observable entity),20020131,1,900000000000207008,900000000000074008
224362002,Employment status (observable entity),20020131,1,900000000000207008,900000000000074008
224326003,Qualifications achieved (observable entity),20020131,1,900000000000207008,900000000000074008
224329005,Legal affairs and legal constraints (observable entity),20020131,1,900000000000207008,900000000000074008
224391004,Acceptance of authority at work (observable entity),20020131,1,900000000000207008,900000000000074008
224394007,Acceptance of supervision at work (observable entity),20020131,1,900000000000207008,900000000000074008
224399002,Attendance at work (observable entity),20020131,1,900000000000207008,900000000000074008
224406003,Details relating to place of work and employer (observable entity),20020131,1,900000000000207008,900000000000074008
224388004,Awareness of safety at work (observable entity),20020131,1,900000000000207008,900000000000074008
224373009,Length of time in job (observable entity),20020131,1,900000000000207008,900000000000074008
224374003,Regularity of work (observable entity),20020131,1,900000000000207008,900000000000074008
224377005,Number of jobs at once (observable entity),20020131,1,900000000000207008,900000000000074008
224494008,Availability of informal caregiver (observable entity),20020131,1,900000000000207008,900000000000074008
224522000,Countries planned to visit (observable entity),20020131,1,900000000000207008,900000000000074008
224523005,Number of dependants (observable entity),20020131,1,900000000000207008,900000000000074008
224524004,Number of dependants in household (observable entity),20020131,1,900000000000207008,900000000000074008
224525003,Number in household (observable entity),20020131,1,900000000000207008,900000000000074008
224514007,Caregiver transport (observable entity),20020131,1,900000000000207008,900000000000074008
224497001,Proximity of informal caregiver (observable entity),20020131,1,900000000000207008,900000000000074008
224502004,Number of informal caregivers (observable entity),20020131,1,900000000000207008,900000000000074008
224503009,Quality of informal care (observable entity),20020131,1,900000000000207008,900000000000074008
224507005,Neighborhood care support (observable entity),20020131,1,900000000000207008,900000000000074008
224511004,Support for informal caregiver (observable entity),20020131,1,900000000000207008,900000000000074008
225597007,Ability to interact with others (observable entity),20020131,1,900000000000207008,900000000000074008
225598002,Interaction with others (observable entity),20020131,1,900000000000207008,900000000000074008
225567004,Appearance of cornea (observable entity),20020131,1,900000000000207008,900000000000074008
225568009,General appearance of eye (observable entity),20020131,1,900000000000207008,900000000000074008
225487001,Self-confidence (observable entity),20020131,1,900000000000207008,900000000000074008
225490007,Use of 'I' statements (observable entity),20020131,1,900000000000207008,900000000000074008
225464009,Attitude (observable entity),20020131,1,900000000000207008,900000000000074008
225467002,Volition (observable entity),20020131,1,900000000000207008,900000000000074008
225510008,Self-image (observable entity),20020131,1,900000000000207008,900000000000074008
225517006,Sexual partners (observable entity),20020131,1,900000000000207008,900000000000074008
225781004,Pain tolerance level (observable entity),20020131,1,900000000000207008,900000000000074008
225847002,Ability to talk about problems (observable entity),20020131,1,900000000000207008,900000000000074008
225810002,Vulnerability to exploitation (observable entity),20020131,1,900000000000207008,900000000000074008
224324000,Number of pupils in class (observable entity),20020131,1,900000000000207008,900000000000074008
225044005,General immune status (observable entity),20020131,1,900000000000207008,900000000000074008
224323006,Number of pupils in school (observable entity),20020131,1,900000000000207008,900000000000074008
225850004,Awareness of rules and boundaries (observable entity),20020131,1,900000000000207008,900000000000074008
224093006,Details of family (observable entity),20020131,1,900000000000207008,900000000000074008
224095004,Number of siblings (observable entity),20020131,1,900000000000207008,900000000000074008
224096003,Number of brothers (observable entity),20020131,1,900000000000207008,900000000000074008
224097007,Number of sisters (observable entity),20020131,1,900000000000207008,900000000000074008
224099005,Type of upbringing (observable entity),20020131,1,900000000000207008,900000000000074008
224098002,Place in family order (observable entity),20020131,1,900000000000207008,900000000000074008
224086007,Details of relatives (observable entity),20020131,1,900000000000207008,900000000000074008
224085006,Family details / household composition (observable entity),20020131,1,900000000000207008,900000000000074008
224084005,Number of previous marriages (observable entity),20020131,1,900000000000207008,900000000000074008
224075005,Mother tongue (observable entity),20020131,1,900000000000207008,900000000000074008
224076006,First language (observable entity),20020131,1,900000000000207008,900000000000074008
224077002,Second language (observable entity),20020131,1,900000000000207008,900000000000074008
224083004,Marital or partnership status (observable entity),20020131,1,900000000000207008,900000000000074008
224130005,Household composition (observable entity),20020131,1,900000000000207008,900000000000074008
224111005,Details of parents (observable entity),20020131,1,900000000000207008,900000000000074008
224112003,Age of parents (observable entity),20020131,1,900000000000207008,900000000000074008
224117009,Details of own children (observable entity),20020131,1,900000000000207008,900000000000074008
224118004,Number of offspring (observable entity),20020131,1,900000000000207008,900000000000074008
224119007,Age spread of children in family (observable entity),20020131,1,900000000000207008,900000000000074008
224150009,Pet ownership (observable entity),20020131,1,900000000000207008,900000000000074008
224261007,State of repair of house (observable entity),20020131,1,900000000000207008,900000000000074008
224263005,Adequacy of living space (observable entity),20020131,1,900000000000207008,900000000000074008
224265003,Personalization of home (observable entity),20020131,1,900000000000207008,900000000000074008
224268001,Cleanliness of home (observable entity),20020131,1,900000000000207008,900000000000074008
224272002,Tidiness of home (observable entity),20020131,1,900000000000207008,900000000000074008
224275000,Decoration of home (observable entity),20020131,1,900000000000207008,900000000000074008
224238005,Status of waiting list for accommodation (observable entity),20020131,1,900000000000207008,900000000000074008
224242008,Presence of communal areas in accommodation (observable entity),20020131,1,900000000000207008,900000000000074008
224245005,Opportunity for privacy in accommodation (observable entity),20020131,1,900000000000207008,900000000000074008
224249004,Characteristics of home environment (observable entity),20020131,1,900000000000207008,900000000000074008
224278003,Domestic facilities (observable entity),20020131,1,900000000000207008,900000000000074008
224303005,Education currently received (observable entity),20020131,1,900000000000207008,900000000000074008
224312007,Number of changes of school (observable entity),20020131,1,900000000000207008,900000000000074008
224314008,Degree of integration into mainstream education (observable entity),20020131,1,900000000000207008,900000000000074008
224279006,Details of telephone in the home (observable entity),20020131,1,900000000000207008,900000000000074008
224285004,Education and schooling detail (observable entity),20020131,1,900000000000207008,900000000000074008
224286003,Age at starting school (observable entity),20020131,1,900000000000207008,900000000000074008
224287007,Age at leaving school (observable entity),20020131,1,900000000000207008,900000000000074008
224288002,Duration of formal education (observable entity),20020131,1,900000000000207008,900000000000074008
224289005,Degree of interruption to education (observable entity),20020131,1,900000000000207008,900000000000074008
224293004,Education received in the past (observable entity),20020131,1,900000000000207008,900000000000074008
224235008,Eligibility for accommodation (observable entity),20020131,1,900000000000207008,900000000000074008
224178005,Frequency of payment of income (observable entity),20020131,1,900000000000207008,900000000000074008
224185009,Pattern of income (observable entity),20020131,1,900000000000207008,900000000000074008
224189003,Sufficiency of income for needs (observable entity),20020131,1,900000000000207008,900000000000074008
224173001,Individual income (observable entity),20020131,1,900000000000207008,900000000000074008
224153006,Local environment and neighborhood details (observable entity),20020131,1,900000000000207008,900000000000074008
224154000,Relationship with neighbors (observable entity),20020131,1,900000000000207008,900000000000074008
224155004,Details of local facilities and amenities (observable entity),20020131,1,900000000000207008,900000000000074008
224156003,State of public utilities and amenities (observable entity),20020131,1,900000000000207008,900000000000074008
224164009,Financial circumstances (observable entity),20020131,1,900000000000207008,900000000000074008
224167002,Income details (observable entity),20020131,1,900000000000207008,900000000000074008
224168007,Household income (observable entity),20020131,1,900000000000207008,900000000000074008
224192004,Benefit status (observable entity),20020131,1,900000000000207008,900000000000074008
224230003,Temporary shelter arrangements (observable entity),20020131,1,900000000000207008,900000000000074008
224193009,Entitlement to benefit status (observable entity),20020131,1,900000000000207008,900000000000074008
224200006,Management of financial affairs (observable entity),20020131,1,900000000000207008,900000000000074008
224203008,Use of banks and building societies (observable entity),20020131,1,900000000000207008,900000000000074008
224209007,Residence and accommodation circumstances (observable entity),20020131,1,900000000000207008,900000000000074008
224210002,Housing ownership and tenure (observable entity),20020131,1,900000000000207008,900000000000074008
228134009,School attendance (observable entity),20020131,1,900000000000207008,900000000000074008
228130000,Access to child (observable entity),20020131,1,900000000000207008,900000000000074008
228127007,Wardship (observable entity),20020131,1,900000000000207008,900000000000074008
228844008,Wedge filter angle (observable entity),20020131,1,900000000000207008,900000000000074008
228845009,Brachytherapy treatment parameters (observable entity),20020131,1,900000000000207008,900000000000074008
228846005,Brachytherapy radiation source strength (observable entity),20020131,1,900000000000207008,900000000000074008
228847001,Number of radioactive sources (observable entity),20020131,1,900000000000207008,900000000000074008
228848006,Brachytherapy radiation dose rate (observable entity),20020131,1,900000000000207008,900000000000074008
228849003,Brachytherapy radiation dose (observable entity),20020131,1,900000000000207008,900000000000074008
